TermID, Name, Frequency, PlotX, PlotY, LogSize, Uniqueness, Dispensability, Representative, Eliminated
"GO:0002748", "antigen processing and presentation initiated by pattern recognition receptor mediated uptake of antigen", 1.245, -7.617, -2.076, 2.348, 1.000, 0.000, -1, False
"GO:0015835", "peptidoglycan transport", 0.017, -1.024, -0.438, 0.602, 0.993, 0.000, -1, False
"GO:0036253", "response to amiloride", 0.223, 0.062, 3.158, 1.602, 0.991, 0.000, -1, False
"GO:0044514", "envenomation resulting in positive regulation of G protein-coupled receptor activity in other organism", 0.673, 2.558, -6.467, 3.310, 0.976, 0.000, -1, False
"GO:0048892", "lateral line nerve development", 0.006, -2.496, 6.826, 0.301, 0.957, 0.000, -1, False
"GO:0090511", "periclinal cell division", 0.037, -1.306, -7.369, 0.845, 0.999, 0.000, -1, False
"GO:1905215", "negative regulation of RNA binding", 0.006, -0.580, -5.037, 0.301, 0.991, 0.000, -1, False
"GO:1901101", "gramicidin S metabolic process", 0.321, -5.304, -3.988, 1.763, 0.962, 0.003, -1, False
"GO:2000229", "regulation of pancreatic stellate cell proliferation", 0.011, -0.009, 7.563, 0.477, 0.986, 0.011, -1, False
"GO:2001278", "positive regulation of leucine biosynthetic process", 0.006, 1.665, -2.665, 0.301, 0.961, 0.018, -1, False
"GO:0070099", "regulation of chemokine-mediated signaling pathway", 0.056, 5.968, 4.020, 1.041, 0.955, 0.021, -1, False
"GO:1903657", "negative regulation of type IV pilus biogenesis", 0.165, 5.877, -3.500, 1.477, 0.945, 0.024, -1, False
"GO:0050967", "detection of electrical stimulus involved in sensory perception of pain", 0.058, 2.208, 6.710, 1.041, 0.948, 0.070, -1, False
"GO:0034105", "positive regulation of tissue remodeling", 0.062, 3.812, 1.263, 1.079, 0.940, 0.082, -1, False
"GO:0051653", "spindle localization", 0.297, -7.439, 0.984, 1.732, 0.959, 0.106, -1, False
"GO:0007448", "anterior/posterior pattern specification, imaginal disc", 0.055, -4.594, 5.791, 1.000, 0.948, 0.130, -1, False
"GO:0043323", "positive regulation of natural killer cell degranulation", 0.022, 6.685, 1.121, 0.699, 0.924, 0.142, -1, False
"GO:0031145", "anaphase-promoting complex-dependent catabolic process", 0.465, -4.213, -5.693, 1.924, 0.961, 0.159, -1, False
"GO:0061107", "seminal vesicle development", 0.011, -5.384, 3.738, 0.477, 0.915, 0.176, -1, False
"GO:0030589", "pseudocleavage involved in syncytial blastoderm formation", 3.280, -3.289, 5.085, 2.768, 0.942, 0.178, -1, False
"GO:0000447", "endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)", 0.050, -4.700, -2.011, 1.000, 0.942, 0.204, -1, False
"GO:0098828", "modulation of inhibitory postsynaptic potential", 0.028, 4.802, 3.081, 0.778, 0.921, 0.212, -1, False
"GO:0003046", "regulation of systemic arterial blood pressure by stress relaxation", 0.011, 3.179, 6.018, 0.477, 0.933, 0.234, -1, False
"GO:0009195", "pyrimidine ribonucleoside diphosphate catabolic process", 0.011, -4.289, -4.693, 0.477, 0.954, 0.290, -1, False
"GO:0031056", "regulation of histone modification", 0.813, 5.238, -3.673, 2.164, 0.934, 0.315, -1, False
"GO:0001675", "acrosome assembly", 0.090, -5.006, 2.368, 1.230, 0.898, 0.346, -1, False
"GO:0009620", "response to fungus", 0.275, 2.008, -6.690, 1.699, 0.967, 0.352, -1, False
"GO:2001252", "positive regulation of chromosome organization", 0.914, 5.630, -2.592, 2.215, 0.915, 0.371, -1, False
"GO:2000836", "positive regulation of androgen secretion", 0.006, 5.517, 1.958, 0.301, 0.889, 0.454, -1, False
"GO:0070192", "chromosome organization involved in meiotic cell cycle", 0.370, -6.444, 1.922, 1.826, 0.913, 0.474, -1, False
