TermID, Name, Frequency, PlotX, PlotY, LogSize, Uniqueness, Dispensability, Representative, Eliminated
"GO:0002482", "antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-independent", 0.006, -4.851, -5.935, 0.301, 0.987, 0.000, -1, False
"GO:0002500", "proteolysis within lysosome associated with antigen processing and presentation", 1.077, null, null, 2.286, 0.914, 0.626, 2482, True
"GO:0006988", "(obsolete) unfolded protein response, cleavage of primary transcript encoding UFP-specific transcription factor", 0.499, -7.417, 2.681, 1.924, 1.000, 0.000, -1, False
"GO:0007081", "(obsolete) mitotic sister-chromatid adhesion release", 0.499, 1.918, 6.926, 1.924, 1.000, 0.000, -1, False
"GO:0007571", "age-dependent general metabolic decline", 0.011, -3.548, -4.126, 0.477, 0.973, 0.000, -1, False
"GO:0009935", "(obsolete) nutrient import", 0.499, 2.469, 7.341, 1.924, 1.000, 0.000, -1, False
"GO:0010978", "(obsolete) gene silencing involved in chronological cell aging", 0.499, -7.652, 1.897, 1.924, 1.000, 0.000, -1, False
"GO:0019046", "release from viral latency", 0.011, -7.311, -1.315, 0.477, 0.982, 0.000, -1, False
"GO:0023070", "(obsolete) signal transmission via air", 0.499, -7.844, 0.666, 1.924, 1.000, 0.000, -1, False
"GO:0044331", "cell-cell adhesion mediated by cadherin", 0.045, -4.244, 1.504, 0.954, 0.998, 0.000, -1, False
"GO:0045563", "(obsolete) negative regulation of TRAIL receptor biosynthetic process", 0.499, -7.531, 1.233, 1.924, 1.000, 0.000, -1, False
"GO:0051843", "(obsolete) evasion or tolerance of symbiont defense response", 0.499, -7.766, 0.043, 1.924, 1.000, 0.000, -1, False
"GO:0052033", "(obsolete) pathogen-associated molecular pattern dependent induction by symbiont of host innate immune response", 0.499, -6.753, 2.279, 1.924, 1.000, 0.000, -1, False
"GO:0052221", "(obsolete) positive chemotaxis in environment of other organism involved in symbiotic interaction", 0.499, -2.957, 1.145, 1.924, 1.000, 0.000, -1, False
"GO:0090236", "(obsolete) regulation of transcription from RNA polymerase II promoter involved in somitogenesis", 0.499, -4.561, -1.935, 1.924, 1.000, 0.000, -1, False
"GO:0110075", "regulation of ferroptosis", 0.011, -2.791, -2.566, 0.477, 0.976, 0.000, -1, False
"GO:0045186", "zonula adherens assembly", 0.006, -6.258, 4.130, 0.301, 0.983, 0.002, -1, False
"GO:0060497", "mesenchymal-endodermal cell signaling", 0.009, -5.095, -0.191, 0.301, 0.988, 0.002, -1, False
"GO:0072485", "response to spindle assembly checkpoint signaling", 0.039, -5.582, -1.665, 0.903, 0.984, 0.002, -1, False
"GO:0090604", "surface biofilm formation", 0.118, -3.558, -0.065, 1.342, 0.998, 0.002, -1, False
"GO:0009292", "genetic transfer", 0.048, -3.760, -6.866, 0.954, 0.986, 0.002, -1, False
"GO:0006907", "pinocytosis", 0.067, 2.995, -6.671, 1.114, 0.982, 0.002, -1, False
"GO:0051084", "'de novo' posttranslational protein folding", 0.219, -7.113, 3.331, 1.602, 0.998, 0.003, -1, False
