TermID, Name, Frequency, PlotX, PlotY, LogSize, Uniqueness, Dispensability, Representative, Eliminated
"GO:0001228", "DNA-binding transcription activator activity, RNA polymerase II-specific", 2.452, 1.147, 8.190, 2.648, 1.000, 0.000, -1, False
"GO:0003775", "(obsolete) axonemal motor activity", 0.499, -0.094, 8.660, 1.924, 1.000, 0.000, -1, False
"GO:0004088", "carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity", 0.011, -8.194, -1.391, 0.477, 0.872, 0.000, -1, False
"GO:0005551", "(obsolete) ubiquitin", 0.499, -1.776, 8.619, 1.924, 1.000, 0.000, -1, False
"GO:0008222", "(obsolete) tumor antigen", 0.499, -4.232, 7.874, 1.924, 1.000, 0.000, -1, False
"GO:0008956", "(obsolete) peptidyl-dipeptidase Dcp activity", 0.499, 7.213, 2.089, 1.924, 1.000, 0.000, -1, False
"GO:0009475", "(obsolete) high-molecular-weight cytochrome c (hexadecaheme)", 0.499, -2.940, 7.904, 1.924, 1.000, 0.000, -1, False
"GO:0015026", "coreceptor activity", 0.265, 0.099, -3.554, 1.690, 1.000, 0.000, -1, False
"GO:0015549", "carbonyl cyanide m-chlorophenylhydrazone transmembrane transporter activity", 0.163, -2.769, -5.814, 1.477, 0.981, 0.000, -1, False
"GO:0015560", "(obsolete) L-idonate/D-gluconate:hydrogen symporter activity", 0.499, -0.969, 7.206, 1.924, 1.000, 0.000, -1, False
"GO:0016674", "(obsolete) oxidoreductase activity, acting on sulfur group of donors, other acceptors", 0.499, 3.100, -2.382, 1.924, 1.000, 0.000, -1, False
"GO:0017164", "(obsolete) nicotinic acetylcholine receptor-associated protein activity", 0.499, -0.654, 5.503, 1.924, 1.000, 0.000, -1, False
"GO:0036106", "peroxisome membrane class-2 targeting sequence binding", 0.006, 5.858, -2.748, 0.301, 1.000, 0.000, -1, False
"GO:0023025", "MHC class Ib protein complex binding", 0.022, 4.472, -0.549, 0.699, 1.000, 0.001, -1, False
"GO:0008270", "zinc ion binding", 4.573, 2.532, 8.266, 2.919, 1.000, 0.002, -1, False
"GO:0008097", "5S rRNA binding", 0.061, 6.684, -0.618, 1.079, 0.996, 0.002, -1, False
"GO:0051019", "mitogen-activated protein kinase binding", 0.188, 0.609, -1.570, 1.544, 0.999, 0.002, -1, False
"GO:0031709", "gastrin-releasing peptide receptor binding", 0.009, 6.811, 0.826, 0.301, 0.981, 0.008, -1, False
"GO:0031842", "type 1 neuropeptide Y receptor binding", 0.188, null, null, 1.544, 0.981, 0.805, 31709, True
"GO:0031208", "POZ domain binding", 0.017, 4.576, -4.304, 0.602, 0.990, 0.008, -1, False
"GO:0019894", "kinesin binding", 0.215, 2.072, -0.168, 1.602, 0.999, 0.010, -1, False
"GO:0042300", "beta-amyrin synthase activity", 0.006, 2.097, -5.670, 0.301, 0.843, 0.082, -1, False
"GO:0102305", "(13E)-labda-7,13-dien-15-ol synthase activity", 0.006, -5.825, -2.869, 0.301, 0.831, 0.082, -1, False
"GO:0047602", "acetoacetate decarboxylase activity", 0.008, -0.517, -6.150, 0.301, 0.849, 0.084, -1, False
"GO:0050325", "tauropine dehydrogenase activity", 0.010, 3.916, 5.234, 0.301, 0.770, 0.085, -1, False
"GO:0008907", "integrase activity", 0.076, -0.765, 1.372, 1.146, 0.855, 0.095, -1, False
"GO:0003880", "protein C-terminal carboxyl O-methyltransferase activity", 0.011, -4.466, 3.524, 0.477, 0.819, 0.106, -1, False
"GO:0042085", "5-methyltetrahydropteroyltri-L-glutamate-dependent methyltransferase activity", 0.175, null, null, 1.505, 0.796, 0.564, 3880, True
"GO:0008301", "DNA binding, bending", 0.105, 6.454, -1.347, 1.301, 0.996, 0.166, -1, False
"GO:0004574", "oligo-1,6-glucosidase activity", 0.006, -4.559, -3.508, 0.301, 0.793, 0.170, -1, False
"GO:0102211", "unsaturated rhamnogalacturonyl hydrolase activity", 0.022, null, null, 0.602, 0.788, 0.567, 4574, True
"GO:0033912", "2,6-beta-fructan 6-levanbiohydrolase activity", 0.022, null, null, 0.602, 0.788, 0.614, 4574, True
"GO:0033943", "galactan 1,3-beta-galactosidase activity", 0.022, null, null, 0.699, 0.788, 0.614, 4574, True
"GO:0008422", "beta-glucosidase activity", 0.033, null, null, 0.845, 0.775, 0.796, 4574, True
"GO:0032450", "maltose alpha-glucosidase activity", 0.017, null, null, 0.602, 0.781, 0.849, 4574, True
