NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_DNA_REPLICATION	KEGG_DNA_REPLICATION	Details ...	36	0.6820793	1.7814233	9.985022E-4	0.032000694	0.0378	10410	tags=86%, list=27%, signal=117%	
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	Details ...	133	0.53678703	1.746817	0.0	0.02660488	0.0626	6150	tags=40%, list=16%, signal=47%	
KEGG_AUTOIMMUNE_THYROID_DISEASE	KEGG_AUTOIMMUNE_THYROID_DISEASE	Details ...	50	0.5865143	1.6370211	0.004130098	0.07361826	0.2404	5120	tags=32%, list=13%, signal=37%	
KEGG_HOMOLOGOUS_RECOMBINATION	KEGG_HOMOLOGOUS_RECOMBINATION	Details ...	28	0.6543529	1.6111958	0.00982801	0.07332865	0.3054	8095	tags=68%, list=21%, signal=86%	
KEGG_MISMATCH_REPAIR	KEGG_MISMATCH_REPAIR	Details ...	23	0.6085984	1.4439758	0.047641736	0.28153926	0.8262	10410	tags=74%, list=27%, signal=101%	
KEGG_ASTHMA	KEGG_ASTHMA	Details ...	28	0.578202	1.4316064	0.048538882	0.25900865	0.8562	4377	tags=36%, list=11%, signal=40%	
KEGG_ONE_CARBON_POOL_BY_FOLATE	KEGG_ONE_CARBON_POOL_BY_FOLATE	Details ...	17	0.62660086	1.3714811	0.09430439	0.35324657	0.957	8239	tags=65%, list=21%, signal=82%	
KEGG_ALLOGRAFT_REJECTION	KEGG_ALLOGRAFT_REJECTION	Details ...	35	0.5150215	1.3501835	0.07071713	0.35966933	0.974	5120	tags=40%, list=13%, signal=46%	
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	Details ...	85	0.44059664	1.3377031	0.03197158	0.35001338	0.981	9844	tags=52%, list=25%, signal=69%	
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	Details ...	28	0.53369045	1.316405	0.09921799	0.36753416	0.991	5457	tags=29%, list=14%, signal=33%	
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	Details ...	16	0.5749607	1.2439477	0.1775529	0.5394025	0.9994	9252	tags=44%, list=24%, signal=57%	
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	Details ...	81	0.40787753	1.2379646	0.08472622	0.513544	0.9994	4385	tags=20%, list=11%, signal=22%	
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	Details ...	69	0.41501248	1.2245234	0.10293304	0.5152269	0.9996	5338	tags=29%, list=14%, signal=34%	
KEGG_GRAFT_VERSUS_HOST_DISEASE	KEGG_GRAFT_VERSUS_HOST_DISEASE	Details ...	37	0.46460044	1.2207538	0.14809312	0.49001652	0.9996	5120	tags=41%, list=13%, signal=47%	
KEGG_OLFACTORY_TRANSDUCTION	KEGG_OLFACTORY_TRANSDUCTION	Details ...	386	0.3310112	1.1966232	0.025396826	0.53114676	1.0	5851	tags=11%, list=15%, signal=12%	
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	Details ...	46	0.43555474	1.1934954	0.16112532	0.5074849	1.0	5120	tags=41%, list=13%, signal=47%	
KEGG_PURINE_METABOLISM	KEGG_PURINE_METABOLISM	Details ...	159	0.35532144	1.1814774	0.08005618	0.5118238	1.0	7980	tags=36%, list=20%, signal=45%	
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	Details ...	25	0.49457642	1.1796663	0.21195917	0.48840675	1.0	8825	tags=48%, list=23%, signal=62%	
KEGG_LYSINE_DEGRADATION	KEGG_LYSINE_DEGRADATION	Details ...	44	0.42877892	1.1675181	0.186853	0.49755707	1.0	3288	tags=23%, list=8%, signal=25%	
KEGG_NUCLEOTIDE_EXCISION_REPAIR	KEGG_NUCLEOTIDE_EXCISION_REPAIR	Details ...	44	0.42440808	1.1499139	0.20818596	0.522753	1.0	10947	tags=55%, list=28%, signal=76%	
KEGG_TYPE_I_DIABETES_MELLITUS	KEGG_TYPE_I_DIABETES_MELLITUS		41	0.42886028	1.1493633	0.22375128	0.49947804	1.0	5120	tags=37%, list=13%, signal=42%	
KEGG_VIRAL_MYOCARDITIS	KEGG_VIRAL_MYOCARDITIS		68	0.38933104	1.1425512	0.18566592	0.4955062	1.0	5120	tags=34%, list=13%, signal=39%	
KEGG_BUTANOATE_METABOLISM	KEGG_BUTANOATE_METABOLISM		34	0.4397063	1.1346277	0.2420894	0.49573296	1.0	4129	tags=26%, list=11%, signal=30%	
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	KEGG_ASCORBATE_AND_ALDARATE_METABOLISM		25	0.45405382	1.1075202	0.28364182	0.55276847	1.0	5338	tags=24%, list=14%, signal=28%	
KEGG_OOCYTE_MEIOSIS	KEGG_OOCYTE_MEIOSIS		113	0.34640688	1.1028425	0.19873016	0.54420096	1.0	8803	tags=45%, list=23%, signal=58%	
KEGG_RNA_DEGRADATION	KEGG_RNA_DEGRADATION		59	0.38411254	1.09949	0.26091704	0.53283495	1.0	9902	tags=44%, list=25%, signal=59%	
KEGG_CELL_CYCLE	KEGG_CELL_CYCLE		125	0.33636186	1.085585	0.22802548	0.5529703	1.0	8773	tags=45%, list=22%, signal=58%	
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION		270	0.30573586	1.0722961	0.20216306	0.5721681	1.0	6917	tags=24%, list=18%, signal=29%	
KEGG_GLYCEROLIPID_METABOLISM	KEGG_GLYCEROLIPID_METABOLISM		49	0.360765	1.0010041	0.42813143	0.7905972	1.0	7255	tags=37%, list=19%, signal=45%	
KEGG_FATTY_ACID_METABOLISM	KEGG_FATTY_ACID_METABOLISM		42	0.36256832	0.97631663	0.4693671	0.8561462	1.0	3922	tags=26%, list=10%, signal=29%	
KEGG_PRION_DISEASES	KEGG_PRION_DISEASES		35	0.3734839	0.97235155	0.48412699	0.8434583	1.0	3651	tags=23%, list=9%, signal=25%	
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	KEGG_DRUG_METABOLISM_CYTOCHROME_P450		71	0.33023578	0.9696611	0.5073948	0.82691216	1.0	5338	tags=25%, list=14%, signal=29%	
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS		16	0.43834755	0.94735605	0.52	0.8856699	1.0	2129	tags=19%, list=5%, signal=20%	
KEGG_PROTEASOME	KEGG_PROTEASOME		46	0.3400575	0.9370448	0.5401809	0.8978443	1.0	11717	tags=50%, list=30%, signal=71%	
KEGG_RIBOFLAVIN_METABOLISM	KEGG_RIBOFLAVIN_METABOLISM		16	0.424761	0.92075485	0.56412685	0.9326423	1.0	2386	tags=31%, list=6%, signal=33%	
KEGG_BASE_EXCISION_REPAIR	KEGG_BASE_EXCISION_REPAIR		35	0.3385054	0.8783014	0.66633266	1.0	1.0	9547	tags=46%, list=24%, signal=60%	
KEGG_LONG_TERM_POTENTIATION	KEGG_LONG_TERM_POTENTIATION		70	0.2829273	0.8412289	0.83963865	1.0	1.0	5610	tags=24%, list=14%, signal=28%	
KEGG_RNA_POLYMERASE	KEGG_RNA_POLYMERASE		29	0.33437425	0.83928853	0.7408325	1.0	1.0	8656	tags=38%, list=22%, signal=49%	
KEGG_PYRIMIDINE_METABOLISM	KEGG_PYRIMIDINE_METABOLISM		98	0.2669724	0.83283114	0.92164177	1.0	1.0	10196	tags=50%, list=26%, signal=67%	
KEGG_RETINOL_METABOLISM	KEGG_RETINOL_METABOLISM		64	0.28707293	0.8310648	0.8385331	1.0	1.0	5665	tags=22%, list=14%, signal=26%	
KEGG_BETA_ALANINE_METABOLISM	KEGG_BETA_ALANINE_METABOLISM		22	0.3522237	0.82958776	0.73424524	1.0	1.0	1132	tags=14%, list=3%, signal=14%	
KEGG_STARCH_AND_SUCROSE_METABOLISM	KEGG_STARCH_AND_SUCROSE_METABOLISM		52	0.2948883	0.8259277	0.8343132	1.0	1.0	5457	tags=21%, list=14%, signal=25%	
KEGG_PROPANOATE_METABOLISM	KEGG_PROPANOATE_METABOLISM		33	0.31794295	0.81458145	0.7966616	1.0	1.0	8984	tags=45%, list=23%, signal=59%	
KEGG_COLORECTAL_CANCER	KEGG_COLORECTAL_CANCER		62	0.27443022	0.8053456	0.8966465	1.0	1.0	3251	tags=15%, list=8%, signal=16%	
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION		115	0.25183305	0.8001513	0.9737533	1.0	1.0	9082	tags=36%, list=23%, signal=46%	
KEGG_GAP_JUNCTION	KEGG_GAP_JUNCTION		90	0.2523272	0.7776178	0.9802985	1.0	1.0	5442	tags=21%, list=14%, signal=24%	
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM		24	0.32269546	0.77200335	0.84170973	1.0	1.0	5588	tags=33%, list=14%, signal=39%	
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM		41	0.28965315	0.77154124	0.90672225	1.0	1.0	6806	tags=24%, list=17%, signal=29%	
KEGG_SPHINGOLIPID_METABOLISM	KEGG_SPHINGOLIPID_METABOLISM		39	0.2844822	0.74946874	0.91709054	1.0	1.0	7203	tags=33%, list=18%, signal=41%	
KEGG_SPLICEOSOME	KEGG_SPLICEOSOME		127	0.22857288	0.7349447	1.0	1.0	1.0	11354	tags=43%, list=29%, signal=61%	
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION		44	0.26787904	0.72839516	0.9614148	0.9959797	1.0	8088	tags=36%, list=21%, signal=46%	
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG		25	0.29905775	0.7209025	0.9296606	0.98175275	1.0	598	tags=8%, list=2%, signal=8%	
KEGG_NITROGEN_METABOLISM	KEGG_NITROGEN_METABOLISM		23	0.292704	0.6911917	0.93915606	0.9786692	1.0	10198	tags=48%, list=26%, signal=65%	
