NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	Details ...	71	-0.65336025	-1.7851112	0.0	0.023341564	0.021	4632	tags=30%, list=12%, signal=33%	
KEGG_TGF_BETA_SIGNALING_PATHWAY	KEGG_TGF_BETA_SIGNALING_PATHWAY	Details ...	86	-0.60827976	-1.7068112	6.099421E-4	0.049084444	0.0844	2836	tags=26%, list=7%, signal=28%	
KEGG_RIBOSOME	KEGG_RIBOSOME	Details ...	88	-0.60003906	-1.6911248	3.005711E-4	0.042269282	0.108	11882	tags=74%, list=30%, signal=106%	
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	Details ...	259	-0.5084262	-1.6178197	0.0	0.095142946	0.293	3029	tags=20%, list=8%, signal=21%	
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	Details ...	69	-0.5784343	-1.5806928	0.0027506112	0.12547229	0.4376	4789	tags=43%, list=12%, signal=49%	
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	Details ...	132	-0.51173186	-1.5265862	0.0011587485	0.20145878	0.6736	8647	tags=36%, list=22%, signal=46%	
KEGG_ARGININE_AND_PROLINE_METABOLISM	KEGG_ARGININE_AND_PROLINE_METABOLISM	Details ...	54	-0.5776053	-1.5245495	0.009455494	0.17740668	0.6842	3126	tags=30%, list=8%, signal=32%	
KEGG_MAPK_SIGNALING_PATHWAY	KEGG_MAPK_SIGNALING_PATHWAY	Details ...	267	-0.47465378	-1.5196671	2.620545E-4	0.16494456	0.7068	8404	tags=43%, list=21%, signal=54%	
KEGG_ENDOCYTOSIS	KEGG_ENDOCYTOSIS	Details ...	181	-0.49087697	-1.5106643	0.0016538037	0.16269897	0.7428	10068	tags=53%, list=26%, signal=71%	
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	Details ...	114	-0.51241195	-1.5066215	0.0038450162	0.15362224	0.7576	4222	tags=26%, list=11%, signal=29%	
KEGG_AXON_GUIDANCE	KEGG_AXON_GUIDANCE	Details ...	128	-0.5050654	-1.4951613	0.004297994	0.1586751	0.796	4959	tags=33%, list=13%, signal=37%	
KEGG_LYSOSOME	KEGG_LYSOSOME	Details ...	121	-0.50644153	-1.4892123	0.0037583117	0.15533644	0.817	7823	tags=45%, list=20%, signal=56%	
KEGG_MELANOMA	KEGG_MELANOMA	Details ...	71	-0.5392593	-1.479214	0.011985249	0.15944877	0.8454	3099	tags=24%, list=8%, signal=26%	
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	Details ...	42	-0.58558667	-1.4731506	0.022932816	0.15764481	0.862	6111	tags=38%, list=16%, signal=45%	
KEGG_PATHWAYS_IN_CANCER	KEGG_PATHWAYS_IN_CANCER	Details ...	324	-0.45277625	-1.4633782	0.0	0.16202359	0.8858	4402	tags=28%, list=11%, signal=31%	
KEGG_PHENYLALANINE_METABOLISM	KEGG_PHENYLALANINE_METABOLISM	Details ...	18	-0.69001144	-1.4598234	0.038817663	0.15717591	0.8934	7305	tags=50%, list=19%, signal=61%	
KEGG_ARACHIDONIC_ACID_METABOLISM	KEGG_ARACHIDONIC_ACID_METABOLISM	Details ...	58	-0.5474008	-1.4559995	0.01786854	0.15369613	0.9024	3399	tags=24%, list=9%, signal=26%	
KEGG_NOTCH_SIGNALING_PATHWAY	KEGG_NOTCH_SIGNALING_PATHWAY	Details ...	47	-0.56580013	-1.4484134	0.024840765	0.15648092	0.9196	8308	tags=51%, list=21%, signal=65%	
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	Details ...	54	-0.5495952	-1.4400445	0.028957529	0.1603477	0.9344	3737	tags=19%, list=10%, signal=20%	
KEGG_PEROXISOME	KEGG_PEROXISOME	Details ...	78	-0.5146816	-1.4330838	0.016158536	0.16291331	0.9468	7593	tags=38%, list=19%, signal=48%	
KEGG_RENAL_CELL_CARCINOMA	KEGG_RENAL_CELL_CARCINOMA		70	-0.52232385	-1.4319274	0.018215498	0.15679204	0.949	9414	tags=57%, list=24%, signal=75%	
KEGG_TIGHT_JUNCTION	KEGG_TIGHT_JUNCTION		132	-0.478682	-1.427677	0.007434944	0.15588471	0.9554	3654	tags=21%, list=9%, signal=23%	
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT		37	-0.5743754	-1.412651	0.040870138	0.170918	0.9712	9500	tags=65%, list=24%, signal=86%	
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY		108	-0.48583168	-1.4089184	0.013787034	0.16989577	0.977	8948	tags=44%, list=23%, signal=57%	
KEGG_DORSO_VENTRAL_AXIS_FORMATION	KEGG_DORSO_VENTRAL_AXIS_FORMATION		24	-0.62343	-1.4044099	0.060469937	0.16993208	0.9798	10076	tags=63%, list=26%, signal=84%	
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY		62	-0.5235627	-1.4035727	0.029201616	0.16468008	0.9804	4881	tags=31%, list=12%, signal=35%	
KEGG_SELENOAMINO_ACID_METABOLISM	KEGG_SELENOAMINO_ACID_METABOLISM		26	-0.6114445	-1.402537	0.060034305	0.15995766	0.9812	3951	tags=23%, list=10%, signal=26%	
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON		213	-0.4421369	-1.3862017	0.0056451615	0.17904516	0.9902	9013	tags=40%, list=23%, signal=52%	
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM		34	-0.5742653	-1.3825982	0.056622192	0.17883898	0.9914	8936	tags=59%, list=23%, signal=76%	
KEGG_HEMATOPOIETIC_CELL_LINEAGE	KEGG_HEMATOPOIETIC_CELL_LINEAGE		82	-0.48592854	-1.3670934	0.037552997	0.19673355	0.996	4136	tags=27%, list=11%, signal=30%	
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY		75	-0.48559308	-1.3493209	0.04373449	0.22008441	0.9976	10076	tags=48%, list=26%, signal=65%	
KEGG_ECM_RECEPTOR_INTERACTION	KEGG_ECM_RECEPTOR_INTERACTION		84	-0.4767007	-1.3490096	0.037541628	0.21377224	0.9976	3377	tags=32%, list=9%, signal=35%	
KEGG_BLADDER_CANCER	KEGG_BLADDER_CANCER		42	-0.5320613	-1.3416326	0.06703368	0.21999253	0.9986	3029	tags=29%, list=8%, signal=31%	
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES		26	-0.58535844	-1.3344152	0.095748246	0.22617882	0.9988	2527	tags=35%, list=6%, signal=37%	
KEGG_VEGF_SIGNALING_PATHWAY	KEGG_VEGF_SIGNALING_PATHWAY		76	-0.48122862	-1.3331751	0.05014102	0.22170474	0.999	8329	tags=33%, list=21%, signal=42%	
KEGG_ETHER_LIPID_METABOLISM	KEGG_ETHER_LIPID_METABOLISM		33	-0.5496917	-1.3319491	0.08465608	0.21749899	0.999	7259	tags=33%, list=19%, signal=41%	
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY		102	-0.45514682	-1.3201967	0.04178929	0.23129927	0.9992	2765	tags=18%, list=7%, signal=19%	
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY		67	-0.4876246	-1.3196347	0.060643952	0.22614217	0.9994	6994	tags=37%, list=18%, signal=45%	
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM		44	-0.51829225	-1.3161445	0.08259876	0.22633822	0.9996	10232	tags=50%, list=26%, signal=68%	
KEGG_ABC_TRANSPORTERS	KEGG_ABC_TRANSPORTERS		44	-0.5187995	-1.3136048	0.078973345	0.22510724	0.9996	3466	tags=23%, list=9%, signal=25%	
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION		56	-0.49594814	-1.3090308	0.07145105	0.22761759	0.9998	4861	tags=27%, list=12%, signal=31%	
